Unnamed: 0,Date & Time,Headlines,Author,Vertical,Description
519,"Last Updated: Nov 06, 2016, 05:09 PM IST","Are Indian pharma firms breeding superbugs, and should it scare us all?",Bloomberg,Stocks,One study of a particular common pathogen in an Indian hospital found that about seven per cent of the specimens were resistant to even the latest antibiotics.
520,"Last Updated: Nov 06, 2016, 05:09 PM IST","Are Indian pharma firms breeding superbugs, and should it scare us all?",Bloomberg,Stocks,One study of a particular common pathogen in an Indian hospital found that about seven per cent of the specimens were resistant to even the latest antibiotics.
521,"Last Updated: Nov 06, 2016, 04:14 PM IST",Cairn writes to PM Modi on tax dispute ahead of UK PM's visit,PTI,Energy,"In fact, only a draft assessment order was issued in January 2014 during the UPA rule and a final tax demand was raised by the present government."
522,"Last Updated: Nov 06, 2016, 04:10 PM IST",Income Tax department books meat exporter Moin Qureshi under new Black Money Act,,Politics,"Officials said the taxman has recently issued fresh notices to Qureshi under the new Black Money (Undisclosed Foreign Income and Assets) and Imposition of Tax Act, 2015."
523,"Last Updated: Nov 06, 2016, 05:27 PM IST",Attacks on Hindus: Sushma Swaraj asks Indian envoy to take up issue with Sheikh Hasina,PTI,Politics,"In fresh attacks on Hindus in Bangladesh, unidentified miscreants set ablaze houses of some of them and damaged two temples in central Brahmanbarhia district."
524,"Last Updated: Nov 06, 2016, 04:22 PM IST","Hillary Clinton, Donald Trump in dead heat, scramble to swing states",PTI,International,"In a security scare, Trump was bundled off stage by Secret Service agents at a rally in Nevada after someone in the crowd shouted ""gun"" which led to a commotion."
525,"Last Updated: Nov 06, 2016, 04:25 PM IST",BJP attacks Karuna for his 'second Emergency' comments,PTI,Politics,"BJP's state unit President Tamilisai Sounderrajan slammed Karunanidhi for saying that the one-day ban amounted to violation of freedom of expression, referring to the infamous Dinakaran newspaper office burning incident in Madurai in 2007 when he was Chief Minister."
526,"Last Updated: Nov 06, 2016, 04:49 PM IST",Good news! This low-cost rewritable material to help reduce paper wastage,PTI,Panache,The material can be printed on and erased 40 times before the quality starts to decline.
527,"Last Updated: Nov 06, 2016, 04:51 PM IST",Trial of full-body scanners at IGIA from this month end,PTI,Transportation,It is expected that the scanner will be made operational from November-end on trial basis at IGI's domestic terminal 1D for fliers on voluntary basis.
528,"Last Updated: Jul 11, 2018, 02:57 PM IST",Army launches 'School Chalo' operation in South Kashmir,PTI,Defence,"We know we have to deal situation on the internal front and we are doing that with desired results, said Major General Ashok Narula, General-Officer-in-Command of 'Victor Force'."
529,"Last Updated: Nov 06, 2016, 04:46 PM IST","Good governance, development key poll planks for SAD-BJP: Abhimanyu",PTI,Politics,"Abhimanyu claimed that people will reject the Congress, which proved ""disastrous"" for the State when they ruled the State, while Aam Aadmi Party has ""lost its credibility""."
530,"Last Updated: Nov 06, 2016, 04:50 PM IST",Investors hope for a miracle amid uncertainty over OPEC deal,,Commodities,"Russian output hit another post-Soviet record of 11.2 million barrels a day last month. With new fields ramping up production and more due to start producing before year-end, that should climb further."
531,"Last Updated: Nov 06, 2016, 04:53 PM IST",New GST structure likely to be non-inflationary: Citigroup,,Economy,"The GST Council has agreed on a 4-tier GST tax structure of 5, 12, 18 and 28 per cent, with lower rates for essential items."
532,"Last Updated: Nov 06, 2016, 04:53 PM IST","Dump SP, BSP to make UP the richest state: Amit Shah",PTI,Politics,"Shah said Bundelkhand, of which Jhansi is a part, was rich in natural resources and once BJP came to power there would be no illegal mining in the area."
533,"Last Updated: Nov 06, 2016, 05:33 PM IST",Major startups not recruiting at IITs this year,TNN,Startups,"While many startups have stayed away, several are being screened by placement teams before they are allowed to visit the tech campuses."
534,"Last Updated: Nov 06, 2016, 05:10 PM IST",India is Britain's closest friend: PM Theresa May,PTI,Politics,The British premier said she will be seeking concrete steps to move the partnership forward during the meeting.
535,"Last Updated: Jul 11, 2018, 02:58 PM IST",Defence Acquisition Council to look into projects for military modernisation,PTI,Defence,"DAC is also likely to give nod to Indian Navy's other plan to acquire 12 amphibious aircraft from Japan that is likely to cost about Rs 10,000 crore."
536,"Last Updated: Nov 06, 2016, 05:13 PM IST","MPs must accept referendum, deliver Brexit: Theresa May",PTI,International,Her comments came three days after the London High Court ruled that Prime Minister May did not have the right to use her executive power to trigger Article 50 of the EU's Lisbon treaty.
537,"Last Updated: Nov 06, 2016, 05:27 PM IST",US equities to fall up to 5 per cent if Trump wins US election: Citi,PTI,Stocks,Macroeconomic Advisers had forecast last month that a Trump win would result in an 8% drop in US stocks due to uncertainty about his policies.
538,"Last Updated: Nov 06, 2016, 05:33 PM IST","Indian wrestlers win 8 gold, 8 silver in Commonwealth Championships",,Sports,"India won five gold medals in freestyle through Harful, Bajrang, Jitender, Sandeep, Deepak and Arun."
539,"Last Updated: Nov 06, 2016, 05:31 PM IST","Punjab BJP gears up for polls, Modi to address rally in Dec",PTI,Politics,The saffron party has also planned to hold a 'booth sammelan' which will be addressed by party's chief Amit Shah.
540,"Last Updated: Nov 06, 2016, 05:40 PM IST",Swaminathan suggests ways to PM on stopping stubble burning,PTI,Politics,"Swaminathan said paddy straw can be used for making animal feed, cardboard, paper and other products. He will soon send a detailed note to the PM in this regard."
541,"Last Updated: Nov 06, 2016, 05:50 PM IST",Government 'sleeping over' setting up all India judicial service: PIL,PTI,Politics,"The plea further said the available number of judges are ""unable to clear the huge backlog of over 30 million cases""."
542,"Last Updated: Nov 06, 2016, 05:44 PM IST",Modi's projects to make India a different nation: Taiwanese official,PTI,Politics,"In 2014, there were two developments that changed the impression about India. First, people elected an able leader (Modi) to lead this country and elevate it to another level, James Tien, Trade Representative of Taiwan in India, said."
543,"Last Updated: Nov 06, 2016, 05:49 PM IST",UP maha-gathbandhan: Prashant Kishor meets Mulayam again,PTI,Politics,"The marathon meeting, spread over two sessions and kept under wraps, came a day after top leaders of socialist-leaning parties attended SP's silver jubilee meet here."
544,"Last Updated: Nov 06, 2016, 05:51 PM IST",SIMI encounter: MP govt mulls electric fencing in all jails,PTI,Politics,"Earlier, the state government had ordered a judicial probe into the sensational jail-break and the alleged encounter of eight SIMI undertrials"
545,"Last Updated: Nov 06, 2016, 06:01 PM IST",Rs 50 crore OIL Start-Up fund for new ideas in oil & gas sector,PTI,Startups,The oil exploration major's chairman-cum-managing director Utpal Bora today said in a press conference that the initiative was in line with the Centre's 'Start-up India' initiative.
546,"Last Updated: Nov 06, 2016, 06:05 PM IST","OIL India asks Assam govt to tackle frequent bandhs, disruptions",ET Bureau,Energy,"Meanwhile, OIL has announced Rs 50 crore start-up fund to foster, nurture and incubate new ideas related to oil and gas sector."
547,"Last Updated: Nov 06, 2016, 06:30 PM IST",Amit Shah doesn't have right to decide what is anti-national: Irfan Habib,PTI,Politics,"Referring to controversial one-day ban on NDTV India by the Modi government, Habib said a number of news channels and mediapersons had the courage to speak truth."
548,"Last Updated: Jul 14, 2018, 11:01 AM IST","2 soldiers killed, 5 injured in Pakistani firing along LoC",PTI,Defence,"In Poonch, at least four places came under indiscriminate shelling and firing by Pakistani army, targeting civil and defence facilities and civilian areas."
549,"Last Updated: Nov 06, 2016, 06:55 PM IST",Manohar Parrikar lying on OROP issue: Ashutosh,PTI,Defence,"Exactly a day after surgical strike across the LoC, the Defence Ministry had issued an order halving the disability pension of the ex-servicemen, he claimed."
550,"Last Updated: Nov 06, 2016, 07:04 PM IST",Bangladesh police arrests over 50 after fresh attacks on Hindus,PTI,International,"Miscreants set on fire at least six houses in a predawn attack on Friday in Brahmanbarhia district's Nasirnagar, where at least 15 temples were vandalised."
551,"Last Updated: Nov 06, 2016, 07:16 PM IST",Missing JNU student: Police detain protesting students,TNN,Politics,Najeeb went missing on the intervening night of October 14 and 15 after allegedly being beaten up by a mob of 20 students comprising ABVP members.
552,"Last Updated: Nov 06, 2016, 07:58 PM IST","Jayalalithaa is well, says AIADMK",PTI,Politics,"On Friday, the hospital Chairman Pratap C Reddy had said that the Chief Minister had completely recovered and that it was upto her to decide when to go home."
553,"Last Updated: Nov 06, 2016, 07:26 PM IST",BJP will form next government in Uttar Pradesh: Manohar Lal Khattar,PTI,Politics,"Haryana Assembly had unanimously passed a resolution on November 4, condemning Punjab Chief Minister Parkash Singh Badal's recent statement."
554,"Last Updated: Nov 06, 2016, 07:31 PM IST",Centre dividing the Muslim community: JKPCC chief Ghulam Ahmad Mir,PTI,Politics,"""The Prime Minister should focus on governance and leave the triple talaq issue to Muslims, as they are well conversant with their religious laws,"" he said."
555,"Last Updated: Nov 06, 2016, 07:34 PM IST",Sushma Swaraj assures help to Indian barred from leaving Kuwait,PTI,Politics,"Her response came after one Sharad Kohli tweeted that his father is being held against his wishes in Kuwait since May 2008, due to a court order barring him from leaving the country."
556,"Last Updated: Nov 06, 2016, 07:45 PM IST",Freedom struggle intensified after Narendra Modi raised Baloch issue: Naela Quadri,PTI,Politics,"""Balochistan is fighting for its freedom but Pakistan army with support of China is committing genocide on innocent people to suppress our freedom movement,"" Quadri said."
557,"Last Updated: Nov 06, 2016, 07:59 PM IST","Patanjali Ayurved to invest Rs 1,300 crore in Assam",PTI,Cons. Products,Assam Chief Minister Sarbananda Sonowal today laid the foundation stone of the Patanjali Herbal and Mega Food Park at Balipara in Sonitpur district.
